RESOLUTION,TIME
100,0.877
150,0.478
200,0.695
250,1.004
300,1.323
350,1.683
400,2.181
450,2.794
500,3.284
550,3.909
600,4.726
650,5.511
700,6.55
750,7.86
800,8.214
850,9.086
900,10.08
950,11.464
1000,13.207
1050,14.375
1100,15.979
1150,17.394
1200,19.066
1250,21.612
1300,20.975
1350,23.826
1400,24.773
1450,26.714
1500,28.426
1550,32.576
1600,31.448
1650,32.939
1700,35.363
1750,38.453
1800,40.542
1850,42.76
1900,43.975
1950,47.771
