RESOLUTION,TIME
100,4.129
150,6.935
200,5.386
250,10.225
300,8.222
350,12.455
400,11.163
450,14.459
500,16.213
550,18.119
600,19.191
650,21.363
700,24.113
750,25.908
800,29.876
850,30.087
900,32.478
950,35.748
1000,37.765
1050,36.513
1100,40.419
1150,42.899
1200,47.159
1250,52.244
1300,55.302
1350,57.34
1400,62.787
1450,69.063
1500,89.243
1550,67.827
1600,66.821
1650,74.063
1700,82.049
1750,81.908
1800,85.759
1850,90.125
1900,84.773
1950,87.658
