RESOLUTION,TIME
100,0.845
150,1.695
200,3.097
250,4.698
300,6.704
350,8.957
400,13.31
450,14.986
500,18.382
550,22.266
600,27.341
650,31.396
700,36.66
750,42.496
800,47.461
850,54.736
900,60.977
950,67.549
1000,75.711
1050,83.326
1100,90.023
1150,97.695
1200,106.655
1250,118.854
1300,124.689
1350,135.513
1400,145.067
1450,156.189
1500,167.345
1550,179.875
1600,190.659
1650,204.537
1700,215.428
1750,229.604
1800,242.648
1850,257.036
1900,272.912
1950,283.408
