RESOLUTION,TIME
100,1.07
150,0.577
200,0.714
250,0.937
300,1.109
350,1.352
400,1.701
450,2.06
500,2.444
550,3.079
600,3.425
650,4.129
700,4.647
750,4.957
800,5.934
850,7.553
900,7.417
950,7.894
1000,8.839
1050,9.357
1100,10.754
1150,11.461
1200,12.519
1250,13.689
1300,14.89
1350,15.787
1400,16.899
1450,18.245
1500,19.6
1550,21.377
1600,22.453
1650,22.825
1700,24.807
1750,25.658
1800,26.562
1850,27.917
1900,29.908
1950,31.553
