RESOLUTION,TIME
100,4.266
150,7.484
200,6.642
250,12.201
300,10.436
350,13.735
400,13.619
450,18.36
500,19.489
550,20.056
600,22.779
650,25.145
700,29.789
750,31.551
800,32.875
850,36.185
900,37.168
950,41.363
1000,41.905
1050,43.838
1100,46.537
1150,50.031
1200,55.316
1250,56.355
1300,55.79
1350,60.956
1400,63.321
1450,62.936
1500,67.428
1550,64.468
1600,73.624
1650,76.194
1700,80.907
1750,83.952
1800,79.888
1850,88.161
1900,88.397
1950,85.015
