RESOLUTION,TIME
100,4.666
150,8.286
200,7.109
250,13.061
300,12.651
350,14.586
400,16.475
450,19.565
500,23.337
550,25.021
600,25.846
650,28.729
700,31.624
750,33.326
800,39.758
850,44.517
900,46.161
950,45.503
1000,53.13
1050,50.934
1100,53.034
1150,56.186
1200,59.979
1250,63.376
1300,63.025
1350,66.451
1400,70.644
1450,79.255
1500,75.501
1550,73.33
1600,82.671
1650,85.625
1700,90.295
1750,89.265
1800,90.757
1850,102.114
1900,103.654
1950,100.122
