RESOLUTION,TIME
100,5.234
150,6.516
200,5.728
250,8.425
300,7.977
350,7.733
400,7.609
450,9.422
500,10.403
550,11.465
600,10.9
650,10.886
700,14.801
750,14.241
800,13.359
850,14.207
900,13.769
950,16.177
1000,16.677
1050,13.493
1100,17.33
1150,19.014
1200,19.538
1250,19.947
1300,16.707
1350,20.748
1400,22.102
1450,22.465
1500,20.927
1550,18.666
1600,20.335
1650,24.783
1700,24.787
1750,24.674
1800,22.792
1850,27.015
1900,26.422
1950,22.53
