RESOLUTION,TIME
100,0.498
150,0.595
200,0.718
250,0.887
300,1.092
350,1.366
400,1.625
450,1.925
500,2.335
550,2.675
600,3.128
650,3.651
700,4.131
750,4.636
800,5.242
850,5.834
900,6.598
950,7.155
1000,7.921
1050,9.365
1100,9.866
1150,10.226
1200,11.181
1250,11.942
1300,13.06
1350,13.996
1400,15.067
1450,16.187
1500,17.239
1550,18.404
1600,19.441
1650,20.782
1700,21.895
1750,23.12
1800,24.201
1850,26.205
1900,27.028
1950,29.723
