RESOLUTION,TIME
100,0.866
150,0.477
200,0.721
250,1.03
300,1.373
350,1.819
400,2.363
450,2.859
500,3.527
550,4.186
600,5.007
650,5.888
700,6.553
750,7.178
800,8.069
850,9.103
900,10.02
950,11.401
1000,12.718
1050,13.948
1100,14.861
1150,16.617
1200,18.053
1250,19.56
1300,21.14
1350,22.501
1400,25.08
1450,27.883
1500,29.843
1550,32.389
1600,33.5
1650,35.886
1700,38.897
1750,40.115
1800,42.324
1850,44.522
1900,48.125
1950,48.526
