RESOLUTION,TIME
100,0.84
150,1.683
200,3.053
250,4.662
300,6.749
350,9.122
400,11.778
450,16.363
500,18.459
550,22.913
600,26.485
650,31.155
700,36.781
750,41.036
800,47.584
850,53.129
900,60.308
950,67.354
1000,73.155
1050,81.061
1100,91.731
1150,104.963
1200,112.533
1250,120.547
1300,128.157
1350,141.561
1400,158.069
1450,168.502
1500,176.094
1550,182.446
1600,196.575
1650,203.401
1700,221.804
1750,238.64
1800,252.256
1850,272.892
1900,279.384
1950,310.994
