RESOLUTION,TIME
100,4.16
150,5.544
200,4.471
250,6.794
300,7.228
350,7.512
400,6.425
450,8.136
500,9.228
550,10.302
600,9.314
650,9.495
700,12.301
750,12.491
800,11.658
850,12.614
900,11.99
950,14.028
1000,12.954
1050,10.436
1100,14.866
1150,16.372
1200,17.602
1250,16.696
1300,14.188
1350,18.03
1400,18.851
1450,20.574
1500,18.144
1550,16.036
1600,17.353
1650,21.071
1700,21.081
1750,20.773
1800,18.617
1850,21.772
1900,22.049
1950,19.15
