RESOLUTION,TIME
100,0.857
150,0.462
200,0.7
250,0.982
300,1.31
350,1.702
400,2.125
450,2.639
500,3.231
550,3.857
600,4.62
650,5.319
700,6.081
750,7.019
800,7.886
850,8.736
900,9.955
950,10.865
1000,12.231
1050,13.333
1100,14.824
1150,16.333
1200,17.362
1250,18.824
1300,20.701
1350,22.443
1400,24.095
1450,25.301
1500,26.975
1550,29.323
1600,30.49
1650,33.26
1700,35.01
1750,37.134
1800,39.99
1850,41.56
1900,44.2
1950,46.201
