RESOLUTION,TIME
100,4.484
150,5.177
200,4.356
250,6.277
300,6.8
350,6.22
400,5.752
450,8.111
500,9.543
550,9.65
600,8.429
650,7.983
700,11.827
750,10.94
800,10.333
850,11.161
900,10.065
950,12.693
1000,11.525
1050,9.629
1100,12.447
1150,14.95
1200,15.323
1250,14.546
1300,12.211
1350,15.322
1400,16.541
1450,17.021
1500,15.777
1550,13.038
1600,15.265
1650,17.796
1700,18.751
1750,17.641
1800,15.549
1850,19.036
1900,19.127
1950,16.336
