RESOLUTION,TIME
100,5.308
150,6.87
200,4.174
250,6.239
300,5.997
350,8.655
400,6.941
450,8.304
500,9.849
550,9.304
600,9.479
650,8.541
700,11.855
750,12.263
800,12.832
850,12.166
900,10.453
950,13.103
1000,13.474
1050,11.491
1100,14.035
1150,16.48
1200,18.18
1250,17.765
1300,13.781
1350,18.178
1400,18.047
1450,18.575
1500,18.827
1550,15.95
1600,18.053
1650,21.364
1700,21.825
1750,21.205
1800,19.009
1850,22.1
1900,22.822
1950,20.954
